4860,0,0,0,0,0,0,0,0,0,0
4914,0,0,0,0,0,0,0,0,0,0
4968,0,0,0,0,0,0,0,0,0,0
5022,0,0,0,0,0,0,0,0,0,0
5076,0,0,0,0,0,0,0,0,0,0
5130,0,0,0,0,0,0,0,0,0,0
5184,0,0,0,0,0,0,0,0,0,0
5238,0,0,0,0,0,0,0,0,0,0
5292,0,0,0,0,0,0,0,0,0,0
5346,0,0,0,0,0,0,0,0,0,0
5400,0,0,0,0,0,0,0,0,0,0
5454,0,0,0,0,0,0,0,0,0,0
5508,0,0,0,0,0,0,0,0,0,0
5562,0,0,0,0,0,0,0,0,0,0
5616,0,0,0,0,0,0,0,0,0,0
5670,0,0,0,0,0,0,0,0,0,0
5724,0,0,0,0,0,0,0,0,0,0
5778,0,0,0,0,0,0,0,0,0,0
5832,0,0,0,0,0,0,0,0,0,0
5886,0,0,0,0,0,0,0,0,0,0
5940,0,0,0,0,0,0,0,0,0,0
5994,0,0,0,0,0,0,0,0,0,0
6048,0,0,0,0,0,0,0,0,0,0
6102,0,0,0,0,0,0,0,0,0,0
6156,0,0,0,0,0,0,0,0,0,0
6210,0,0,0,0,0,0,0,0,0,0
6264,0,0,0,0,0,0,0,0,0,0
6318,0,0,0,0,0,0,0,0,0,0
6372,0,0,0,0,0,0,0,0,0,0
6426,0,0,0,0,0,0,0,0,0,0
6480,0,0,0,0,0,0,0,0,0,0
6534,0,0,0,0,0,0,0,0,0,0
6588,0,0,0,0,0,0,0,0,0,0
6642,0,0,0,0,0,0,0,0,0,0
6696,0,0,0,0,0,0,0,0,0,0
6750,0,0,0,0,0,0,0,0,0,0
6804,0,0,0,0,0,0,0,0,0,0
6858,0,0,0,0,0,0,0,0,0,0
6912,0,0,0,0,0,0,0,0,0,0
6966,0,0,0,0,0,0,0,0,0,0
7020,0,0,0,0,0,0,0,0,0,0
7074,0,0,0,0,0,0,0,0,0,0
7128,0,0,0,0,0,0,0,0,0,0
7182,0,0,0,0,0,0,0,0,0,0
7236,0,0,0,0,0,0,0,0,0,0
7290,0,0,0,0,0,0,0,0,0,0
7344,0,0,0,0,0,0,0,0,0,0
7398,0,0,0,0,0,0,0,0,0,0
7452,0,0,0,0,0,0,0,0,0,0
7506,0,0,0,0,0,0,0,0,0,0
7560,0,0,0,0,0,0,0,0,0,0
7614,0,0,0,0,0,0,0,0,0,0
7668,0,0,0,0,0,0,0,0,0,0
7722,0,0,0,0,0,0,0,0,0,0
7776,0,0,0,0,0,0,0,0,0,0
7830,0,0,0,0,0,0,0,0,0,0
7884,0,0,0,0,0,0,0,0,0,0
7938,0,0,0,0,0,0,0,0,0,0
7992,0,0,0,0,0,0,0,0,0,0
8046,0,0,0,0,0,0,0,0,0,0
8100,0,0,0,0,0,0,0,0,0,0
8154,0,0,0,0,0,0,0,0,0,0
8208,0,0,0,0,0,0,0,0,0,0
8262,0,0,0,0,0,0,0,0,0,0
8316,0,0,0,0,0,0,0,0,0,0
8370,0,0,0,0,0,0,0,0,0,0
8424,0,0,0,0,0,0,0,0,0,0
8478,0,0,0,0,0,0,0,0,0,0
8532,0,0,0,0,0,0,0,0,0,0
8586,0,0,0,0,0,0,0,0,0,0
8640,0,0,0,0,0,0,0,0,0,0
8694,0,0,0,0,0,0,0,0,0,0
8748,0,0,0,0,0,0,0,0,0,0
8802,0,0,0,0,0,0,0,0,0,0
8856,0,0,0,0,0,0,0,0,0,0
8910,0,0,0,0,0,0,0,0,0,0
8964,0,0,0,0,0,0,0,0,0,0
9018,0,0,0,0,0,0,0,0,0,0
9072,0,0,0,0,0,0,0,0,0,0
9126,0,0,0,0,0,0,0,0,0,0
9180,0,0,0,0,0,0,0,0,0,0
9234,0,0,0,0,0,0,0,0,0,0
9288,0,0,0,0,0,0,0,0,0,0
9342,0,0,0,0,0,0,0,0,0,0
9396,0,0,0,0,0,0,0,0,0,0
9450,0,0,0,0,0,0,0,0,0,0
9504,0,0,0,0,0,0,0,0,0,0
9558,0,0,0,0,0,0,0,0,0,0
9612,0,0,0,0,0,0,0,0,0,0
9666,0,0,0,0,0,0,0,0,0,0
9720,0,0,0,0,0,0,0,0,0,0
9774,0,0,0,0,0,0,0,0,0,0
9828,0,0,0,0,0,0,0,0,0,0
9882,0,0,0,0,0,0,0,0,0,0
9936,0,0,0,0,0,0,0,0,0,0
9990,0,0,0,0,0,0,0,0,0,0
10044,0,0,0,0,0,0,0,0,0,0
10098,0,0,0,0,0,0,0,0,0,0
10152,0,0,0,0,0,0,0,0,0,0
10206,0,0,0,0,0,0,0,0,0,0
10260,0,0,0,0,0,0,0,0,0,0
10314,0,0,0,0,0,0,0,0,0,0
10368,0,0,0,0,0,0,0,0,0,0
10422,0,0,0,0,0,0,0,0,0,0
10476,0,0,0,0,0,0,0,0,0,0
10530,0,0,0,0,0,0,0,0,0,0
10584,0,0,0,0,0,0,0,0,0,0
10638,0,0,0,0,0,0,0,0,0,0
10692,0,0,0,0,0,0,0,0,0,0
10746,0,0,0,0,0,0,0,0,0,0
10800,0,0,0,0,0,0,0,0,0,0
